loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,annual_income_inr,annual_income_stated_inr,property_ownership,loan_id_duplicate,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,application_date,credit_score,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,default_status,default_label
LN1001722,Jyoti Joshi,LRGWX3781K,21,Female,Nashik,Maharashtra,Professional Degree,Government Employee,26,279221,325516,Parental Home,LN1001722,406633,Vehicle Purchase,D,11.25,36,2022-01-30,,11,4,0,36.55,0,1.4563,0,No Default
LN1001723,Pankaj Chatterjee,BDKHD0401B,21,Male,Kolkata,West Bengal,Professional Degree,Self-Employed,98,307951,344443,Mortgaged,LN1001723,365406,Vehicle Purchase,D,11.65,84,2020-08-09,699,12,11,2,35.36,0,1.1866,0,No Default
LN1001724,Priya Ghosh,ZYQTX1876T,28,Female,Bhubaneswar,Odisha,Illiterate,Unemployed,70,338142,409699,Company Provided,LN1001724,1139440,Vehicle Purchase,F,10.26,24,2023-10-14,575,13,14,0,23.74,0,3.3697,1,Default
LN1001725,Abhishek Dubey,NFDOH0031N,40,Male,Bhubaneswar,Odisha,10th Pass,Salaried,82,213441,193090,Rented,LN1001725,132992,CREDIT CARD PAYOFF,C,11.26,60,2021-04-23,736,8,3,1,,1,0.6231,0,No Default
LN1001726,Mansi Das,PVVIF1304L,39,Female,Aurangabad,Maharashtra,Illiterate,Unemployed,172,150000,119088,Company Provided,LN1001726,147278,Personal Use,F,11.46,24,2022-08-23,N/A,1,9,1,35.03,0,0.9819,0,No Default
LN1001727,Abhilasha Gupta,TSZSK7286K,45,Female,Kolkata,West Bengal,10th Pass,Part-Time,23,385250,374191,Company Provided,LN1001727,116880,Business Expansion,C,11.48,48,2020-02-21,714,9,12,2,14.37,0,0.3034,0,No Default
LN1001728,Pankaj Narang,GOCIV8242E,23,Male,Ahmedabad,Gujarat,Diploma,Contract/Freelance,17,479987,551019,Mortgaged,LN1001728,470171,Debt Consolidation,D,10.74,60,2023-06-22,679,2,14,2,28.06,0,0.9795,0,No Default
LN1001729,Geeta Shinde,MVPLY3237D,21,Female,Ghaziabad,Uttar Pradesh,Graduate,Contract/Freelance,,428693,464810,Mortgaged,LN1001729,406990,Vehicle Purchase,A,14.06,60,2024-12-15,797,14,14,3,40.82,0,0.9494,0,No Default
LN1001730,Namrata Oberoi,DUXXI0235Q,43,Female,Mysuru,Karnataka,10th Pass,Part-Time,7,40557900,505691,Mortgaged,LN1001730,1066524,  Business Expansion  ,E,11.63,60,2023-02-23,632,13,7,0,15.84,0,2.6296,1,Default
LN1001731,Lakshmi Bajaj,CJEWQ7842M,26,Female,Srinagar,Jammu & Kashmir,Illiterate,Government Employee,39,453987,432744,Rented,LN1001731,429523,Wedding Expenses,E,,72,2021-11-02,622,16,2,1,52.35,0,0.9461,0,No Default
LN1001732,Abhilasha Shah,AHHTV3274B,21,Female,Bengaluru,Karnataka,Post-Graduate,Contract/Freelance,8,817253,988331,Company Provided,LN1001732,272962,Credit Card Payoff,E,15.95,48,2023-06-03,648,2,1,1,54.04,0,0.334,1,Default
LN1001733,Kalpana Bansal,JLAFV4387P,36,Female,Hyderabad,Telangana,Professional Degree,Part-Time,,394641,382381,Own,LN1001733,362672,Debt Consolidation,E,11.19,60,2021-03-29,625,4,11,1,16.32,0,0.919,1,Default
LN1001734,Vikas Yadav,NQFRB0395Y,42,Male,Faridabad,Haryana,,Retired,1,313498,368910,Rented,LN1001734,393326,Agriculture,C,14.6,36,2023-08-19,713,12,2,1,55.36,0,1.2546,1,Default
LN1001735,Radha Kumar,ELVVN3410S,33,Female,Bengaluru,Karnataka,10th Pass,Government Employee,14,373743,438875,Own,LN1001735,112394,Education Fees,G,14.69,12,2020-05-09,520,16,13,1,32.85,0,0.3007,1,Default
LN1001736,Lalita Mishra,EGTRK1458B,30,female,Mumbai,Maharashtra,10th Pass,Contract/Freelance,57,626314,811934,Company Provided,LN1001736,2415053,Debt Consolidation,F,13.25,60,2023-07-25,565,10,12,0,41.28,0,3.856,1,Default
LN1001737,Geeta Nair,LLDLX6198W,33,Female,Raipur,Chhattisgarh,Professional Degree,Unemployed,14,1032213,886814,Parental Home,LN1001737,521210,Agriculture,F,13.87,60,2024-08-14,564,3,3,2,27.55,0,0.5049,0,No Default
LN1001738,Harsh Pawar,FISZK4162Q,31,Male,Kanpur,Uttar Pradesh,12th Pass,,62,303492,384675,Mortgaged,LN1001738,419578,Business Expansion,C,14.55,24,2022-08-08,726,4,5,1,48.85,0,1.3825,0,No Default
LN1001739,Rajesh Kulkarni,LNMBX6759M,21,Male,Visakhapatnam,Andhra Pradesh,,Contract/Freelance,263,469470,529044,Mortgaged,LN1001739,557163,Education Fees,B,12.98,12,2023-12-06,786,6,14,2,41.09,0,1.1868,0,No Default
LN1001740,Rupa Chopra,PGBIJ2076T,27,Female,Patna,Bihar,Diploma,Salaried,76,,579421,Own,LN1001740,595161,Travel,E,10.77,24,2021-09-10,641,5,3,1,22.79,2,1.0981,1,Default
LN1001741,Harsh Chatterjee,UMPTY3842A,40,Male,Raipur,Chhattisgarh,Post-Graduate,,20,243885,253640,Rented,LN1001741,328276,Travel,E,10.92,72,2023-08-22,636,18,10,1,17.52,0,1.346,1,Default
LN1001742,Yogesh Yadav,IRTKB4547L,38,Male,Kanpur,Uttar Pradesh,Illiterate,Salaried,110,447866,469848,Own,LN1001742,232845,Medical Emergency,E,10.52,36,2022-04-16,655,3,9,3,13.1,0,0.5199,1,Default
LN1001743,Bhavya Sharma,GLCSA8511G,36,Female,Mysuru,Karnataka,Professional Degree,Salaried,2,183614,195716,Parental Home,LN1001743,551069,Business Expansion,C,11.96,36,2020-08-26,742,10,10,2,37.82,0,3.0012,1,Default
LN1001744,Rohan Rao,WTDSE7164D,25,Male,Aurangabad,Maharashtra,Diploma,Unemployed,61,153057,125304,Parental Home,LN1001744,474490,Home Renovation,F,16.29,12,2020-10-13,575,11,4,3,43.59,0,3.1001,1,Default
LN1001745,Rahul Ghosh,TVVQM6911Y,33,Male,Noida,Uttar Pradesh,Illiterate,Part-Time,1,551307,604566,Mortgaged,LN1001745,205474,Education Fees,E,13.65,36,2020-04-02,669,19,7,1,44.76,0,0.3727,0,No Default
LN1001746,Ashok Mishra,HQOCG5523D,21,Male,Guwahati,Assam,Graduate,Unemployed,9,35139800,380464,Mortgaged,LN1001746,978058,,C,12.85,60,2020-03-17,728,14,4,2,33.23,1,2.7833,1,Default
LN1001747,Rohan Nanda,VYAPU1879S,36,female,Nashik,Maharashtra,10th Pass,Unemployed,210,499502,480176,Own,LN1001747,444785,Personal Use,D,10.66,84,2021-09-15,690,11,3,2,17.65,0,0.8905,0,No Default
LN1001748,Ravi Chatterjee,UAZXE3404A,49,Male,Coimbatore,Tamil Nadu,10th Pass,Government Employee,21,,466106,Mortgaged,LN1001748,603724,Business Expansion,E,13.36,36,2022-10-05,665,4,10,,24.77,0,1.3793,1,Default
LN1001749,Aarav Singh,WLWTX8094Y,21,Male,Hyderabad,Telangana,Post-Graduate,Unemployed,82,246264,301795,Company Provided,LN1001749,959669,Personal Use,C,15.83,36,2020-08-25,730,6,1,2,52.29,0,3.8969,1,Default
LN1001750,Krishna Dixit,BIAAP2442I,29,Male,Thane,Maharashtra,Professional Degree,Government Employee,22,430562,416688,Own,LN1001750,367810,Personal Use,G,13.57,72,2020-07-18,433,17,14,1,27.73,0,0.8543,1,Default
LN1001751,Roshni Shukla,JFCVE2499A,38,Female,Delhi,Delhi,Illiterate,Government Employee,87,211110,187703,Mortgaged,LN1001751,452193,Vehicle Purchase,D,11.8,60,2021-04-25,704,19,12,,37.15,0,2.142,1,Default
LN1001752,Pradeep Pawar,OYAKY2137R,47,Male,Surat,Gujarat,,Retired,161,1019255,969919,Company Provided,LN1001752,638590,Business Expansion,F,10.82,36,2024-12-22,597,13,9,0,18.87,0,0.6265,0,No Default
LN1001753,Kartik Bansal,ISFPD7945C,30,Male,Amritsar,Punjab,Post-Graduate,Retired,27,196107,146497,Own,LN1001753,218075,Vehicle Purchase,G,11.4,12,2023-01-05,503,10,13,0,40.05,0,1.112,1,Default
LN1001754,Lata Tiwari,EOVFQ2780N,28,Female,Nagpur,Maharashtra,Post-Graduate,,39,393379,522645,Parental Home,LN1001754,376184,Consumer Durables,D,14.33,84,2020-10-04,690,11,11,5,28.13,0,0.9563,1,Default
LN1001755,Naresh Kapoor,SLQVL1632P,21,Male,Delhi,Delhi,Post-Graduate,Unemployed,47,236720,221402,Rented,LN1001755,395491,Vehicle Purchase,B,13.09,60,2022-03-06,759,6,1,2,50.7,0,1.6707,0,No Default
LN1001756,Krishna Shah,GTPAS5530X,36,Male,Ahmedabad,Gujarat,Professional Degree,Government Employee,131,622969,778345,Rented,LN1001756,185490,Personal Use,E,16.91,72,2022-07-18,639,2,11,3,46.6,2,0.2978,1,Default
LN1001757,Umesh Agarwal,MJKWE5695F,55,Male,Pune,Maharashtra,Graduate,Unemployed,14,362631,316914,Mortgaged,LN1001757,1834615,Debt Consolidation,C,11.57,36,2022-01-29,726,1,13,1,27.56,0,5.0592,1,Default
LN1001758,Shubham Bhosale,PEUXU9820I,37,Male,Surat,Gujarat,Illiterate,Self-Employed,45,324097,313466,Rented,LN1001758,135251,Debt Consolidation,B,11.27,48,2023-10-05,778,11,1,0,33.1,0,0.4173,0,No Default
LN1001759,Abhilasha Bhatt,OXPEE9219H,34,Female,Agra,Uttar Pradesh,Diploma,Part-Time,18,738163,789549,Parental Home,LN1001759,145994,Home Renovation,B,11.33,60,2024-03-01,755,16,1,1,,0,0.1978,0,No Default
LN1001760,Omkar Doshi,JBVXU3918H,38,Male,Mumbai,Maharashtra,10th Pass,Part-Time,11,450295,520808,Parental Home,LN1001760,908871,Home Renovation,B,8.64,60,2023-11-27,781,3,14,2,,0,2.0184,0,No Default
LN1001761,Deepak Nair,ZHURA8588J,34,Male,Chennai,Tamil Nadu,10th Pass,Contract/Freelance,4,603189,633070,Parental Home,LN1001761,596769,Education Fees,D,10.02,84,2023-01-11,709,5,5,1,22.14,1,0.9894,1,Default
LN1001762,Gaurav Kumar,SFFUF1831N,26,Male,Kochi,Kerala,Post-Graduate,Unemployed,46,245537,203567,Parental Home,LN1001762,176632,Home Renovation,E,11.09,24,2022-05-08,656,15,7,1,37.97,0,0.7194,0,No Default
LN1001763,Namrata Jog,DVAOT9219I,43,Female,Rajkot,Gujarat,,Self-Employed,,190443,200284,Mortgaged,LN1001763,554101,Medical Emergency,G,16.47,48,2023-04-17,,15,7,2,39.88,0,2.9095,1,Default
LN1001764,Amit Bhat,TCWBU7396T,37,Male,Bengaluru,Karnataka,Professional Degree,Self-Employed,20,471806,589235,Rented,LN1001764,1012056,Medical Emergency,E,11.67,36,2024-02-29,630,4,10,1,37.23,0,2.1451,1,Default
LN1001765,Arjun Chaudhary,DBDZK0452C,35,Male,Guwahati,Assam,Diploma,Unemployed,38,365379,405154,Own,LN1001765,354624,Consumer Durables,F,13.77,60,2024-01-28,582,4,1,3,30.47,0,0.9706,1,Default
LN1001766,Komal Shah,XJPWQ5939D,25,Female,Patna,Bihar,Post-Graduate,Retired,49,644262,897042,Parental Home,LN1001766,2233713,DEBT CONSOLIDATION,A,14.92,60,2020-11-12,823,8,6,3,49,0,3.4671,1,Default
LN1001767,Ashok Yadav,PELSC3714I,48,Male,Lucknow,Uttar Pradesh,12th Pass,Part-Time,25,421702,457846,Parental Home,LN1001767,108353,Personal Use,E,,72,2024-12-18,635,7,9,3,35.95,0,0.2569,1,Default
LN1001768,Divya Pawar,MDWQK3810T,41,Female,Gurgaon,Haryana,,Self-Employed,112,500341,606405,Mortgaged,LN1001768,588702,Wedding Expenses,E,12.85,36,2022-04-29,659,17,6,0,45.55,0,1.1766,0,No Default
LN1001769,Krishna Nair,LLTAO1752E,29,Male,Delhi,Delhi,Graduate,Government Employee,21,167036,190217,Company Provided,LN1001769,819598,Wedding Expenses,D,8,24,2023-09-03,694,15,4,1,8.39,0,4.9067,1,Default
LN1001770,Mohan Kumar,HESBR8332X,45,Male,Rajkot,Gujarat,Illiterate,Part-Time,6,1373760,1325685,Company Provided,LN1001770,675994,Travel,E,8.3,12,2020-07-21,653,5,10,1,0,1,0.4921,0,No Default
LN1001771,Akash More,UCQHR0845U,30,Male,Raipur,Chhattisgarh,Diploma,Government Employee,7,400894,421239,Parental Home,LN1001771,313938,Wedding Expenses,B,11.39,36,2024-09-03,785,13,9,0,39.26,0,0.7831,0,No Default
LN1001772,Rajesh Yadav,DMZJT8105W,27,Male,Nashik,Maharashtra,Graduate,Government Employee,106,,824926,Company Provided,LN1001772,295578,Education Fees,F,10.73,36,2022-09-29,600,4,13,1,13.63,0,0.4396,0,No Default
LN1001773,Aakash Oberoi,VQRSO1190Y,27,Male,Surat,Gujarat,Graduate,,212,267893,270024,Company Provided,LN1001773,494301,Agriculture,E,12.82,72,2023-06-14,665,17,3,3,31.81,0,1.8451,1,Default
LN1001774,Kusum Agarwal,OMLQV1221S,21,Female,Kanpur,Uttar Pradesh,,Salaried,16,,596042,Mortgaged,LN1001774,641156,Debt Consolidation,F,12.37,36,2022-04-15,590,17,13,1,30.47,0,1.2047,0,No Default
LN1001775,Lokesh Verma,ZLCWY1452N,39,Male,Lucknow,Uttar Pradesh,Diploma,Contract/Freelance,7,202459,195737,Mortgaged,LN1001775,552236,Consumer Durables,G,15.22,48,2021-07-26,N/A,14,10,0,58.81,0,2.7276,1,Default
LN1001776,Bhavna Bhatt,HWINU7585Y,21,Female,Thane,Maharashtra,Professional Degree,Self-Employed,31,580265,695952,Own,LN1001776,750159,Travel,F,14.47,72,2020-03-08,601,14,4,2,41,0,1.2928,1,Default
LN1001777,Pradeep Narang,ILUDU0531S,22,Male,Nagpur,Maharashtra,Diploma,Part-Time,59,357330,383202,Own,LN1001777,177511,Business Expansion,E,13.02,72,2023-11-14,647,17,4,0,37.49,0,0.4968,1,Default
LN1001778,Lata Tripathi,UJYWQ3373R,21,Female,Varanasi,Uttar Pradesh,Graduate,Salaried,45,450230,535639,Rented,LN1001778,308834,Personal Use,F,15.26,48,2022-01-28,615,8,4,2,47.55,0,0.6859,1,Default
LN1001779,Divya Singh,EEJTN3794Y,34,Female,Raipur,Chhattisgarh,Graduate,Part-Time,144,672518,838495,Company Provided,LN1001779,187585,Wedding Expenses,F,14.28,24,2021-03-20,594,2,6,2,40.53,0,0.2789,1,Default
LN1001780,Ravi Yadav,WHEKP2108F,33,Male,Indore,Madhya Pradesh,Graduate,Part-Time,81,211182,245126,Mortgaged,LN1001780,276432,Credit Card Payoff,G,13.27,36,2022-06-27,537,13,13,0,28.13,0,1.309,1,Default
LN1001781,Mahesh Reddy,UGHHO5766M,31,Male,Ahmedabad,Gujarat,10th Pass,Government Employee,97,,303056,Mortgaged,LN1001781,737229,Medical Emergency,E,14.21,36,2022-06-29,643,16,11,0,51.07,1,2.5127,1,Default
LN1001782,Chitra Ghosh,ESBKA9880S,24,Female,Noida,Uttar Pradesh,Post-Graduate,Retired,37,,602849,Rented,LN1001782,390658,Personal Use,G,12.83,60,2021-04-28,529,16,11,3,18.35,0,0.6711,1,Default
LN1001783,Akash Chatterjee,JFBVQ0207C,23,Male,Delhi,Delhi,Professional Degree,Unemployed,19,1558030,1159413,Own,LN1001783,2246314,Credit Card Payoff,D,12.56,60,2024-10-17,710,6,7,1,39.85,1,1.4418,1,Default
LN1001784,Kalpana Chatterjee,OGTOE1809H,39,Female,Meerut,Uttar Pradesh,Illiterate,Part-Time,58,407236,457835,Parental Home,LN1001784,414730,Travel,E,8.3,48,2022-01-12,656,4,14,1,11.79,0,1.0184,0,No Default
LN1001785,Aishwarya Krishnan,JABZY1403M,29,Female,Lucknow,Uttar Pradesh,Professional Degree,Contract/Freelance,27,630760,767897,Parental Home,LN1001785,377673,Credit Card Payoff,G,13.54,72,2020-07-22,533,3,9,2,38.06,0,0.5988,1,Default
LN1001786,Jagdish Bhat,CRKVM4127W,38,Male,Bengaluru,Karnataka,Graduate,Government Employee,16,414910,362748,Company Provided,LN1001786,390166,,E,12.96,60,2023-11-05,625,6,14,1,,0,0.9404,0,No Default
LN1001787,Isha Menon,YAOFE2086H,26,Female,Mumbai,Maharashtra,Post-Graduate,Retired,7,1418835,1470634,Company Provided,LN1001787,231777,,F,15.49,84,2022-01-22,589,4,11,1,60.15,1,0.1634,0,No Default
LN1001788,Ravi Singh,RFWFK0962C,36,Male,Guwahati,Assam,Graduate,Unemployed,36,155075,160264,Rented,LN1001788,347845,Agriculture,D,9.85,72,2023-01-20,675,18,3,2,11.53,0,2.2431,1,Default
LN1001789,Kiran Malhotra,ZHYSK2817O,48,Male,Nagpur,Maharashtra,Professional Degree,Salaried,43,468257,528931,Company Provided,LN1001789,797671,Education Fees,B,11.14,24,2023-08-13,757,6,8,1,25.99,0,1.7035,1,Default
LN1001790,Akash Deshpande,EMXNM4908G,40,Male,Delhi,Delhi,10th Pass,Contract/Freelance,40,166820,180499,Parental Home,LN1001790,392298,Agriculture,G,16.23,12,2022-01-04,,5,8,1,47.34,0,2.3516,1,Default
LN1001791,Devesh Desai,UPEZV8848D,30,Male,Jaipur,Rajasthan,Diploma,Unemployed,5,150000,138481,Parental Home,LN1001791,207851,Vehicle Purchase,E,14.01,36,2020-05-04,0,9,1,2,40.03,1,1.3857,1,Default
LN1001792,Anil Pandey,NLZVM6121F,37,Male,Visakhapatnam,Andhra Pradesh,Professional Degree,Unemployed,40,528859,688406,Own,LN1001792,189556,Personal Use,E,14.39,48,2022-03-26,637,11,5,2,37.7,0,0.3584,0,No Default
LN1001793,Aarav Tripathi,HFHUC4237Z,32,Male,Kanpur,Uttar Pradesh,Graduate,Retired,8,481036,389518,Own,LN1001793,264304,Home Renovation,D,11.18,48,2021-07-19,703,6,13,1,20.66,0,0.5494,1,Default
LN1001794,Sunita Bhat,FVOLT0325X,35,Female,Meerut,Uttar Pradesh,Professional Degree,Part-Time,,372912,361384,Company Provided,LN1001794,381438,Consumer Durables,E,12.19,36,2021-01-23,667,16,10,1,26.14,2,1.0229,1,Default
LN1001795,Tarun Chopra,FVDOB6157I,31,Male,Srinagar,Jammu & Kashmir,Post-Graduate,Retired,26,415103,357086,Own,LN1001795,835270,Vehicle Purchase,F,16.99,60,2020-09-07,589,19,5,2,53.68,0,2.0122,1,Default
LN1001796,Harsh Narang,BAYPF8637I,33,Male,Jaipur,Rajasthan,Graduate,Part-Time,90,2839048,3160884,Mortgaged,LN1001796,141727,Personal Use,E,11.44,36,2024-10-02,624,11,12,1,999,0,0.0499,0,No Default
LN1001797,Dinesh Reddy,EKHIP0752R,37,Male,Visakhapatnam,Andhra Pradesh,Graduate,Self-Employed,72,378925,428056,Mortgaged,LN1001797,289561,Personal Use,F,13.13,72,2024-08-14,586,15,8,3,40.63,2,0.7642,1,Default
LN1001798,Ravi Verma,CRBMQ4025Q,25,Male,Gurgaon,Haryana,Professional Degree,Contract/Freelance,61,600834,626361,Parental Home,LN1001798,400719,Travel,C,10.62,36,2022-07-20,736,9,8,1,33.27,0,0.6669,0,No Default
LN1001799,Meenakshi Nair,GFBSC7893N,24,Female,Aurangabad,Maharashtra,Professional Degree,Retired,57,,263130,Mortgaged,LN1001799,100348,Home Renovation,E,9.79,12,2020-07-06,651,19,12,1,17.25,0,0.3349,0,No Default
LN1001800,Harsh Bhat,GKMRK2589C,21,Male,Faridabad,Haryana,Illiterate,Retired,39,528152,485954,Mortgaged,LN1001800,202092,Consumer Durables,A,14.83,24,2023-09-19,802,19,2,3,,0,0.3826,0,No Default
LN1001801,Sunita Agarwal,JHSNV7591P,21,Female,Bhopal,Madhya Pradesh,Illiterate,Contract/Freelance,3,383486,457817,Company Provided,LN1001801,225050,Education Fees,E,12.77,24,2021-03-10,645,9,3,,42.55,0,0.5869,0,No Default
LN1001802,Varun Mehta,YEVAN3668M,22,Male,Chandigarh,Punjab,Illiterate,Unemployed,51,345825,362436,Own,LN1001802,207486,,F,16.89,12,2023-08-07,593,4,2,1,69.58,0,0.6,1,Default
LN1001803,Isha Nanda,AZJTL3074N,36,Female,Vadodara,Gujarat,Graduate,Salaried,30,1317621,1306803,Own,LN1001803,414290,Home Renovation,G,11.35,60,2023-08-02,528,10,1,0,19.77,0,0.3144,1,Default
LN1001804,Kiran Agarwal,PGAML2847D,26,Male,Delhi,Delhi,Post-Graduate,Self-Employed,30,896551,856668,Parental Home,LN1001804,323711,Credit Card Payoff,G,17.2,24,2023-05-07,505,9,2,3,47.34,0,0.3611,1,Default
LN1001805,Anjali More,ODTKX4520A,40,Female,Ludhiana,Punjab,12th Pass,Part-Time,22,480243,500420,Rented,LN1001805,245560,Consumer Durables,G,12.66,60,2020-02-13,523,19,10,2,15.33,0,0.5113,0,No Default
LN1001806,Jagdish Krishnan,ULQLF7680P,35,Male,Guwahati,Assam,Professional Degree,Self-Employed,127,150000,171810,Rented,LN1001806,488734,CONSUMER DURABLES,D,12.15,36,2020-04-13,671,15,6,1,37.36,0,3.2582,1,Default
LN1001807,Rajesh Bhatt,TOFRE5687M,21,Male,Kolkata,West Bengal,Post-Graduate,Unemployed,13,356252,364548,Own,LN1001807,1210025,Medical Emergency,D,13.55,12,2024-05-30,690,19,12,2,49.65,0,3.3965,1,Default
LN1001808,Aishwarya Tiwari,AVUQW8651D,41,Female,Patna,Bihar,10th Pass,Contract/Freelance,18,2239619,2519402,Rented,LN1001808,1141072,Debt Consolidation,G,9.08,60,2021-11-14,523,2,1,1,3.92,2,0.5095,1,Default
LN1001809,Deepa Pandey,SBQOT7547A,43,Female,Ghaziabad,Uttar Pradesh,Professional Degree,Part-Time,158,385232,318042,Rented,LN1001809,94283,Personal Use,C,12.1,36,2021-05-13,721,10,6,2,31.93,0,0.2447,0,No Default
LN1001810,Yogesh Tiwari,KFVTK1968P,25,Male,Rajkot,Gujarat,Diploma,Unemployed,79,857632,1055020,Company Provided,LN1001810,542503,Vehicle Purchase,F,11.36,48,2020-09-14,611,19,1,2,26.55,2,0.6326,1,Default
LN1001811,Falak Pillai,EVPTN6655F,39,Female,Raipur,Chhattisgarh,Professional Degree,Salaried,0,1050908,1107978,Mortgaged,LN1001811,319778,Home Renovation,E,12,36,2024-05-30,661,17,2,1,24.47,0,0.3043,0,No Default
LN1001812,Bhavya Gupta,MOKIW2844A,26,Female,Faridabad,Haryana,12th Pass,Part-Time,113,504527,460581,Mortgaged,LN1001812,403773,Agriculture,B,10.87,12,2023-03-02,778,2,8,1,40.78,0,0.8003,0,No Default
LN1001813,Rohan Dixit,NVIGK2075V,35,Male,Varanasi,Uttar Pradesh,Diploma,Contract/Freelance,12,,300647,Company Provided,LN1001813,274087,Medical Emergency,C,12.31,36,2021-02-24,721,19,14,1,51.81,1,1.0266,1,Default
LN1001814,Girish Krishnan,YGWRG3666D,22,Male,Guwahati,Assam,Graduate,Contract/Freelance,58,150000,163068,Own,LN1001814,393293,Medical Emergency,E,12.6,48,2020-05-20,628,17,6,1,33,0,2.622,1,Default
LN1001815,Deepak Deshpande,HUPKA3168O,21,Male,Visakhapatnam,Andhra Pradesh,Diploma,Unemployed,,666968,594589,Own,LN1001815,402715,Education Fees,F,14.5,12,2024-08-26,578,18,9,3,38.08,2,0.6038,1,Default
LN1001816,Sanjay Malhotra,EJZNY2557V,31,Male,Hyderabad,Telangana,Post-Graduate,Unemployed,36,271345,282678,Mortgaged,LN1001816,241526,Debt Consolidation,G,14.89,48,16/04/2024,477,17,1,1,36.71,0,0.8901,1,Default
LN1001817,Anil Desai,UVSUS8071P,33,Male,Meerut,Uttar Pradesh,Post-Graduate,Unemployed,60,491732,483044,Rented,LN1001817,193405,Credit Card Payoff,F,13.16,72,2023-02-09,592,2,5,2,35.03,0,0.3933,1,Default
LN1001818,Omkar Ghosh,NYKJQ6636S,31,Male,Bhubaneswar,Odisha,Diploma,Unemployed,11,209003,181799,Parental Home,LN1001818,264583,Business Expansion,E,,24,2021-02-28,633,19,7,0,18.66,0,1.2659,1,Default
LN1001819,Jagdish Shah,WTXCQ2796U,23,Male,Guwahati,Assam,10th Pass,Part-Time,8,377323,376100,Company Provided,LN1001819,426761,Home Renovation,F,16.35,72,2023-04-15,571,1,9,1,51.63,0,1.131,1,Default
LN1001820,Rajesh Chopra,NIFLB4994J,31,F,Indore,Madhya Pradesh,Post-Graduate,Government Employee,50,451455,407755,Company Provided,LN1001820,550893,Education Fees,E,12.52,24,2021-03-18,639,11,14,1,39.43,0,1.2203,1,Default
LN1001821,Naresh Patil,BWFNO5890F,37,Male,Faridabad,Haryana,Professional Degree,Unemployed,16,519777,455596,Own,LN1001821,658252,Business Expansion,E,,60,2024-07-23,656,10,11,3,40.92,0,1.2664,1,Default
LN1001822,Ajay Shukla,KNPKE8225Y,34,Male,Ghaziabad,Uttar Pradesh,,Salaried,175,226637,257134,Rented,LN1001822,256290,Agriculture,E,12.34,60,2024-11-16,632,5,9,0,22.9,0,1.1308,0,No Default
LN1001823,Omkar Mittal,YRADN5356O,36,Male,Visakhapatnam,Andhra Pradesh,,Contract/Freelance,28,,1003260,Mortgaged,LN1001823,441834,Personal Use,F,12.32,36,2021-04-22,597,16,4,0,28.11,0,0.487,1,Default
LN1001824,Deepak Khanna,QCKAY6783D,28,Male,Faridabad,Haryana,Diploma,Retired,5,309236,315878,Mortgaged,LN1001824,710519,Business Expansion,E,12.42,84,2021-11-03,663,5,13,3,32.36,0,2.2977,1,Default
LN1001825,Anil Deshpande,EMKAA1064U,46,Male,Thane,Maharashtra,Professional Degree,Self-Employed,55,161994,117243,Mortgaged,LN1001825,819063,Agriculture,D,8.98,36,2024-05-04,685,12,4,0,11.99,0,5.0561,1,Default
LN1001826,Esha Kulkarni,TEXFX2235U,23,Female,Visakhapatnam,Andhra Pradesh,12th Pass,Part-Time,17,414399,434818,Mortgaged,LN1001826,347603,Business Expansion,F,8.29,24,2020-10-29,562,4,4,0,9.68,2,0.8388,0,No Default
LN1001827,Alka Shukla,QQINV4017J,39,Female,Agra,Uttar Pradesh,Professional Degree,Part-Time,7,451633,530250,Mortgaged,LN1001827,310316,Education Fees,B,8.47,48,2024-06-03,762,6,3,0,25.99,0,0.6871,0,No Default
LN1001828,Ajay Doshi,VYDEW2559E,46,Male,Chennai,Tamil Nadu,12th Pass,Contract/Freelance,26,487162,604881,Rented,LN1001828,414068,Credit Card Payoff,E,16.23,84,2023-05-05,642,19,8,3,42.84,1,0.85,1,Default
LN1001829,Vijay Jadhav,YLGEX5487H,39,Male,Patna,Bihar,Professional Degree,Unemployed,159,1001770,1214783,Own,LN1001829,161976,Travel,E,11.65,72,2020-01-06,651,9,5,1,25.2,2,0.1617,1,Default
LN1001830,Ankita Malhotra,PQLDT2388J,32,Female,Meerut,Uttar Pradesh,12th Pass,Self-Employed,25,383897,338421,Company Provided,LN1001830,316308,Travel,D,12.14,36,2021-07-21,706,12,7,2,19.72,0,0.8239,0,No Default
LN1001831,Yogesh Menon,BJSLN0543I,29,Male,Srinagar,Jammu & Kashmir,10th Pass,Unemployed,20,411773,388440,Parental Home,LN1001831,609997,Home Renovation,E,11.79,48,2024-10-24,,15,10,2,22.78,0,1.4814,0,No Default
LN1001832,Dinesh Hegde,RZWVH8513W,45,Male,Noida,Uttar Pradesh,Professional Degree,Self-Employed,28,228225,236214,Company Provided,LN1001832,567708,Home Renovation,C,10.32,24,2020-10-23,726,16,6,1,,1,2.4875,1,Default
LN1001833,Rajesh Dubey,OZGJY4111N,21,female,Bhubaneswar,Odisha,12th Pass,Unemployed,0,723844,758947,Own,LN1001833,299782,Credit Card Payoff,D,11.03,36,2020-09-23,672,13,14,0,,0,0.4142,0,No Default
