loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,employment_years,annual_income_inr,annual_income_stated_inr,property_ownership,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,estimated_emi,application_date,app_year,app_month,app_quarter,credit_score,credit_tier,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,emi_to_income_ratio,monthly_income,income_discrepancy_pct,income_mismatch_flag,stable_employment,risk_score_raw,risk_category,high_risk_flag,ml_default_probability,ml_risk_flag,default_status,default_label
LN1001680,Abhilasha Reddy,PLSBA7358C,23.0,Female,Bhubaneswar,Odisha,10th Pass,Government Employee,3.0,0.2,250018.0,278129,Mortgaged,525943,Agriculture,D,10.03,48,4395.0,2020-12-02,2020.0,12.0,4.0,682.0,Fair (650-699),7,8,1.0,29.04,0,2.1036,0.2109,20835.0,11.24,0,0,3.1,Medium Risk,0,0.7686,1,1,Default
LN1001681,Mamta Patil,YWOMG2098S,31.0,Female,Pune,Maharashtra,Professional Degree,Part-Time,34.0,2.8,360377.0,365817,Mortgaged,206102,Business Expansion,E,11.2,36,1923.0,2021-06-10,2021.0,6.0,2.0,648.0,Poor (600-649),18,12,2.0,14.23,0,0.5719,0.064,30031.0,1.51,0,1,2.82,Low Risk,0,0.3307,0,0,No Default
LN1001682,Lata Bansal,NRGDC8900C,36.0,Female,Jaipur,Rajasthan,Professional Degree,,83.0,6.9,241794.0,248888,Company Provided,311582,Home Renovation,F,15.38,60,3992.0,2024-08-15,2024.0,8.0,3.0,577.0,Very Poor (<600),19,8,2.0,49.82,0,1.2886,0.1981,20150.0,2.93,0,1,4.36,Medium Risk,1,0.9115,1,1,Default
LN1001683,Ajay Hegde,IROJG5793A,47.0,Male,Ludhiana,Punjab,10th Pass,Unemployed,140.0,11.7,455292.0,403223,Own,1066180,Agriculture,D,10.33,36,9177.0,2022-09-13,2022.0,9.0,3.0,675.0,Fair (650-699),7,11,1.0,23.37,0,2.3417,0.2419,37941.0,-11.44,0,1,3.08,Medium Risk,0,0.8009,1,0,No Default
LN1001684,Deepa Bansal,EGWAJ3240K,41.0,Female,Agra,Uttar Pradesh,Post-Graduate,Retired,5.0,0.4,315363.0,341505,Rented,726537,Medical Emergency,F,12.37,60,7488.0,2024-07-09,2024.0,7.0,3.0,555.0,Very Poor (<600),8,2,1.0,23.3,0,2.3038,0.2849,26280.0,8.29,0,0,3.76,Medium Risk,1,0.9496,1,1,Default
LN1001685,Amit Patel,JOPHX2447D,26.0,Male,Jodhpur,Rajasthan,Illiterate,Contract/Freelance,47.0,3.9,180516.0,177609,Own,681185,Medical Emergency,C,14.59,24,8281.0,2021-08-27,2021.0,8.0,3.0,745.0,Good (700-749),13,1,3.0,49.88,0,3.7735,0.5505,15043.0,-1.61,0,1,4.35,Medium Risk,0,0.9913,1,1,Default
LN1001686,Anil Iyer,BDWSV7505E,59.0,Male,Chandigarh,Punjab,Diploma,Retired,40.0,3.3,939485.0,938502,Parental Home,255273,Credit Card Payoff,F,8.0,72,1701.0,2024-03-08,2024.0,3.0,1.0,612.0,Poor (600-649),18,9,1.0,6.76,1,0.2717,0.0217,78290.0,-0.1,0,1,3.09,Medium Risk,1,0.313,0,1,Default
LN1001687,Swati Iyer,QNPTZ1815Q,37.0,Female,Chandigarh,Punjab,Professional Degree,Retired,106.0,8.8,328205.0,169783,Rented,529729,Business Expansion,E,11.01,60,4859.0,2024-11-17,2024.0,11.0,4.0,666.0,Fair (650-699),11,10,2.0,12.15,0,1.614,0.1777,27350.0,-48.27,0,1,3.01,Medium Risk,0,0.6288,1,1,Default
LN1001688,Arjun Jain,XMRXM7394F,47.0,Male,Coimbatore,Tamil Nadu,10th Pass,Unemployed,66.0,5.5,206719.0,220157,Parental Home,307512,Business Expansion,D,13.27,24,3400.0,2021-11-24,2021.0,11.0,4.0,672.0,Fair (650-699),9,12,1.0,35.03,0,1.4876,0.1974,17227.0,6.5,0,1,3.1,Medium Risk,0,0.6933,1,0,No Default
LN1001689,Dinesh Sharma,YFZAH1079R,33.0,Male,Surat,Gujarat,Illiterate,Government Employee,161.0,13.4,399929.0,366849,Parental Home,315759,Medical Emergency,E,12.64,72,3325.0,2024-07-05,2024.0,7.0,3.0,629.0,Poor (600-649),1,4,2.0,39.4,0,0.7895,0.0998,33327.0,-8.27,0,1,3.63,Medium Risk,0,0.5514,0,1,Default
LN1001690,Naveen Shinde,SCDKB1635J,40.0,Male,Srinagar,Jammu & Kashmir,Graduate,Contract/Freelance,154.0,12.8,460939.0,524269,Rented,482521,Vehicle Purchase,D,13.53,48,5439.0,2020-08-23,2020.0,8.0,3.0,696.0,Fair (650-699),8,9,1.0,42.27,1,1.0468,0.1416,38412.0,13.74,0,1,3.75,Medium Risk,1,0.751,1,0,No Default
LN1001691,Yash Reddy,RXCAM1040C,43.0,Male,Ludhiana,Punjab,Diploma,Unemployed,12.0,1.0,155145.0,166108,Rented,238495,Travel,F,13.2,60,2622.0,2022-08-17,2022.0,8.0,3.0,612.0,Poor (600-649),12,11,1.0,30.47,0,1.5372,0.2028,12929.0,7.07,0,0,3.35,Medium Risk,0,0.8001,1,0,No Default
LN1001692,Siddharth Joshi,DGDCC8929S,47.0,Male,Raipur,Chhattisgarh,Graduate,Government Employee,62.0,5.2,539818.0,453206,Rented,1030033,Wedding Expenses,C,14.06,60,12068.0,2020-06-03,2020.0,6.0,2.0,719.0,Good (700-749),2,14,0.0,72.96,0,1.9081,0.2683,44985.0,-16.04,0,1,3.52,Medium Risk,1,0.8411,1,1,Default
LN1001693,Naveen Bose,TYLJD6253P,45.0,Male,Guwahati,Assam,Diploma,Contract/Freelance,36.0,3.0,236027.0,246520,Rented,323808,Agriculture,G,12.01,24,3240.0,2020-10-15,2020.0,10.0,4.0,542.0,Very Poor (<600),15,12,0.0,31.58,0,1.3719,0.1647,19669.0,4.45,0,1,3.34,Medium Risk,1,0.8064,1,1,Default
LN1001694,Pankaj Shinde,TLIYU7923B,43.0,Male,Meerut,Uttar Pradesh,Professional Degree,Government Employee,11.0,0.9,1235044.0,1348965,Mortgaged,558412,Medical Emergency,E,10.37,24,4825.0,2024-03-24,2024.0,3.0,1.0,660.0,Fair (650-699),18,11,2.0,31.54,0,0.4521,0.0469,102920.0,9.22,0,0,3.14,Medium Risk,0,0.2411,0,0,No Default
LN1001695,Namrata Jog,ZHEDL9828A,31.0,Female,Vadodara,Gujarat,Post-Graduate,Salaried,10.0,0.8,605843.0,831821,Own,1003415,Credit Card Payoff,A,10.07,36,8419.0,2021-04-07,2021.0,4.0,2.0,805.0,Excellent (750+),17,7,1.0,23.05,0,1.6562,0.1668,50487.0,37.3,1,0,2.08,Low Risk,0,0.3411,0,0,No Default
LN1001696,Madhuri Chaudhary,CCGJS7993E,29.0,Female,Delhi,Delhi,12th Pass,Contract/Freelance,4.0,0.3,348035.0,400207,Parental Home,745758,Business Expansion,F,13.96,36,8675.0,,,,,569.0,Very Poor (<600),15,12,1.0,36.86,0,2.1428,0.2991,29003.0,14.99,0,0,3.97,Medium Risk,1,0.9543,1,1,Default
LN1001697,Nisha Verma,GJYCZ5131V,38.0,Female,Noida,Uttar Pradesh,12th Pass,Salaried,76.0,6.3,282914.0,245088,Mortgaged,135098,Credit Card Payoff,F,12.92,36,1454.0,2023-10-17,2023.0,10.0,4.0,595.0,Very Poor (<600),9,6,0.0,44.22,0,0.4775,0.0617,23576.0,-13.37,0,1,3.04,Medium Risk,1,0.4468,0,0,No Default
LN1001698,Vikas Mittal,DLYKZ5873L,44.0,Male,Nagpur,Maharashtra,Professional Degree,Government Employee,18.0,1.5,415409.0,561415,Mortgaged,494561,Education Fees,D,14.17,36,5839.0,2024-01-23,2024.0,1.0,1.0,691.0,Fair (650-699),3,10,1.0,53.05,0,1.1905,0.1687,34617.0,35.15,1,0,3.34,Medium Risk,1,0.6966,1,0,No Default
LN1001699,Lokesh Shinde,YUYWH0988N,32.0,Male,Noida,Uttar Pradesh,Diploma,Part-Time,93.0,7.8,639009.0,651001,Rented,657042,Credit Card Payoff,E,8.57,24,4691.0,2023-10-13,2023.0,10.0,4.0,664.0,Fair (650-699),19,13,0.0,12.66,0,1.0282,0.0881,53251.0,1.88,0,1,2.04,Low Risk,0,0.1993,0,1,Default
LN1001700,Kavya Das,WLWHQ4865U,45.0,Female,Faridabad,Haryana,Professional Degree,Government Employee,44.0,3.7,435697.0,443592,Company Provided,676240,Debt Consolidation,D,10.89,60,6136.0,2022-03-24,2022.0,3.0,1.0,678.0,Fair (650-699),18,9,3.0,31.31,2,1.5521,0.169,36308.0,1.81,0,1,5.3,High Risk,1,0.9783,1,1,Default
LN1001701,Suresh Jog,FAKYU3599E,49.0,Male,Bhubaneswar,Odisha,Diploma,Part-Time,53.0,4.4,388366.0,524792,Company Provided,166157,Medical Emergency,D,14.82,12,2051.0,2024-09-28,2024.0,9.0,3.0,689.0,Fair (650-699),8,10,2.0,41.7,0,0.4278,0.0634,32364.0,35.13,1,1,3.22,Medium Risk,0,0.4658,0,0,No Default
LN1001702,Bharat Bhosale,GWVHH4731D,25.0,Male,Delhi,Delhi,Diploma,Contract/Freelance,16.0,1.3,458182.0,442480,Parental Home,228679,Medical Emergency,D,13.33,36,2539.0,2024-07-05,2024.0,7.0,3.0,700.0,Good (700-749),1,4,1.0,43.81,0,0.4991,0.0665,38182.0,-3.43,0,0,2.83,Low Risk,0,0.2997,0,1,Default
LN1001703,Mukesh Kumar,DIQVP7127A,26.0,Male,Ludhiana,Punjab,12th Pass,Salaried,29.0,2.4,307947.0,319165,Rented,726643,Debt Consolidation,C,11.46,24,6938.0,2023-02-15,2023.0,2.0,1.0,738.0,Good (700-749),15,14,1.0,35.1,0,2.3596,0.2704,25662.0,3.64,0,1,3.01,Medium Risk,0,0.8084,1,1,Default
LN1001704,Mukesh Bose,ZRHHV7174G,33.0,Male,Delhi,Delhi,Post-Graduate,Part-Time,25.0,2.1,360078.0,293571,Parental Home,212514,Agriculture,D,13.03,60,2307.0,2022-01-19,2022.0,1.0,1.0,682.0,Fair (650-699),19,1,1.0,43.14,0,0.5902,0.0769,30006.0,-18.47,0,1,2.95,Low Risk,0,0.3918,0,0,No Default
LN1001705,Seema Dubey,OCDGW4335J,38.0,Female,Chennai,Tamil Nadu,,Government Employee,12.0,1.0,150000.0,158120,Parental Home,293670,Debt Consolidation,E,11.87,72,2904.0,2020-07-03,2020.0,7.0,3.0,630.0,Poor (600-649),10,5,1.0,22.87,0,1.9578,0.2323,12500.0,5.41,0,0,3.2,Medium Risk,0,0.82,1,1,Default
LN1001706,Shreya Shah,NWUSN2859M,29.0,Female,Vadodara,Gujarat,Diploma,Retired,85.0,7.1,793521.0,823153,Own,1091554,Medical Emergency,D,13.88,12,12625.0,2024-06-07,2024.0,6.0,2.0,703.0,Good (700-749),12,13,2.0,58.37,0,1.3756,0.1909,66127.0,3.73,0,1,3.87,Medium Risk,1,0.7725,1,0,No Default
LN1001707,Gayatri Hegde,GUJCC0083G,48.0,Female,Ahmedabad,Gujarat,Professional Degree,Contract/Freelance,46.0,3.8,529283.0,529454,Parental Home,350298,Medical Emergency,A,11.95,60,3487.0,2022-03-19,2022.0,3.0,1.0,801.0,Excellent (750+),6,6,1.0,49.89,0,0.6618,0.0791,44107.0,0.03,0,1,2.45,Low Risk,0,0.1671,0,0,No Default
LN1001708,Geeta Joshi,RHUEW1437Q,39.0,Female,Aurangabad,Maharashtra,Professional Degree,Unemployed,1.0,0.1,278152.0,301446,Company Provided,217783,Business Expansion,E,10.88,72,1974.0,2020-01-29,2020.0,1.0,1.0,639.0,Poor (600-649),13,6,2.0,14.83,0,0.783,0.0852,23179.0,8.37,0,0,2.95,Low Risk,0,0.4184,0,1,Default
LN1001709,Divya Chatterjee,LVGDS6500F,35.0,Female,Pune,Maharashtra,Graduate,Retired,82.0,6.8,1382274.0,1295398,Company Provided,195960,Debt Consolidation,F,11.75,84,1918.0,2021-06-25,2021.0,6.0,2.0,572.0,Very Poor (<600),4,12,0.0,35.03,0,0.1418,0.0167,115190.0,-6.29,0,1,2.84,Low Risk,1,0.1917,0,0,No Default
LN1001710,Hitesh Nanda,BSCLV6900I,21.0,Male,Meerut,Uttar Pradesh,Diploma,Contract/Freelance,5.0,0.4,466125.0,596491,Rented,457212,Home Renovation,C,8.0,48,3047.0,2023-01-03,2023.0,1.0,1.0,738.0,Good (700-749),13,1,1.0,19.3,2,0.9809,0.0784,38844.0,27.97,1,0,3.65,Medium Risk,1,0.7449,1,1,Default
LN1001711,Harsh Bansal,AAHYV2740O,21.0,Male,Agra,Uttar Pradesh,12th Pass,Self-Employed,24.0,2.0,433104.5,252502,Parental Home,142457,Education Fees,E,15.44,36,1832.0,2020-09-10,2020.0,9.0,3.0,640.0,Poor (600-649),17,7,2.0,45.17,1,0.5996,0.0508,36092.0,-41.7,0,1,4.4,Medium Risk,1,0.8794,1,1,Default
LN1001712,Simran Chaudhary,TOBTX7819L,37.0,Female,Chandigarh,Punjab,Diploma,Contract/Freelance,40.0,3.3,739731.0,698689,Rented,304633,Debt Consolidation,G,11.7,36,2969.0,2022-07-20,2022.0,7.0,3.0,476.0,Very Poor (<600),1,8,2.0,15.73,0,0.4118,0.0482,61644.0,-5.55,0,1,3.8,Medium Risk,1,0.6615,1,1,Default
LN1001713,Pankaj Bose,RQTBN0686Q,21.0,Male,Noida,Uttar Pradesh,12th Pass,Salaried,0.0,0.0,561759.0,478128,Mortgaged,457376,Medical Emergency,C,10.3,36,3925.0,2022-01-24,2022.0,1.0,1.0,717.0,Good (700-749),5,12,0.0,30.03,2,0.8142,0.0838,46813.0,-14.89,0,0,3.59,Medium Risk,1,0.7387,1,0,No Default
LN1001714,Aditi Ghosh,IJADF4257A,45.0,Female,Amritsar,Punjab,12th Pass,Part-Time,50.0,4.2,560591.0,598205,Parental Home,899329,,F,13.19,48,9884.0,2023-10-09,2023.0,10.0,4.0,607.0,Poor (600-649),17,5,0.0,41.82,1,1.6043,0.2116,46716.0,6.71,0,1,4.04,Medium Risk,1,0.9428,1,0,No Default
LN1001715,Yogesh Jadhav,MENWL7475B,33.0,Male,Nagpur,Maharashtra,Illiterate,Salaried,51.0,4.2,342678.0,410448,Own,577973,Agriculture,E,11.93,36,5745.0,2024-03-13,2024.0,3.0,1.0,642.0,Poor (600-649),18,2,2.0,34.01,0,1.6866,0.2012,28556.0,19.78,0,1,3.72,Medium Risk,0,0.8358,1,1,Default
LN1001716,Sonali Nanda,SMYCA6169E,65.0,Female,Gurgaon,Haryana,Professional Degree,Government Employee,50.0,4.2,579718.0,645474,Own,219729,Consumer Durables,D,10.86,48,1988.0,2023-10-08,2023.0,10.0,4.0,676.0,Fair (650-699),7,2,0.0,38.88,0,0.379,0.0412,48310.0,11.34,0,1,2.4,Low Risk,0,0.1656,0,1,Default
LN1001717,Gita Iyer,DFPTQ3475P,58.0,Female,Chennai,Tamil Nadu,12th Pass,,8.0,0.7,378111.0,513409,Own,826449,Wedding Expenses,E,11.73,12,8078.0,2021-06-20,2021.0,6.0,2.0,665.0,Fair (650-699),16,11,3.0,19.01,0,2.1857,0.2564,31509.0,35.78,1,0,3.77,Medium Risk,0,0.9127,1,1,Default
LN1001718,Jagdish Mittal,IFLKW8075V,33.0,Male,Jaipur,Rajasthan,Graduate,Salaried,14.0,1.2,617580.0,840575,Own,293707,Debt Consolidation,D,15.52,24,3798.0,2023-04-12,2023.0,4.0,2.0,706.0,Good (700-749),8,5,2.0,43.92,0,0.4756,0.0738,51465.0,36.11,1,0,3.19,Medium Risk,0,0.4535,0,0,No Default
LN1001719,Mona Pillai,SOUMZ0128G,33.0,Female,Amritsar,Punjab,Graduate,Contract/Freelance,13.0,1.1,150000.0,130218,Parental Home,152513,Credit Card Payoff,F,10.73,84,1363.0,2022-02-19,2022.0,2.0,1.0,615.0,Poor (600-649),12,7,1.0,25.8,0,1.0168,0.109,12500.0,-13.19,0,0,3.05,Medium Risk,0,0.5347,0,0,No Default
LN1001720,Esha Hegde,UDWZE8309T,44.0,Female,Nashik,Maharashtra,10th Pass,Government Employee,154.0,12.8,341013.0,285221,Rented,321120,,D,10.5,84,2809.0,2024-08-11,2024.0,8.0,3.0,691.0,Fair (650-699),14,7,1.0,30.13,1,0.9417,0.0988,28418.0,-16.36,0,1,3.44,Medium Risk,1,0.5812,0,1,Default
LN1001721,Roshni Ghosh,RJJLK4346C,52.0,Female,Rajkot,Gujarat,Professional Degree,Contract/Freelance,3.0,0.2,1243316.0,1174363,Parental Home,991246,Home Renovation,E,11.91,60,9837.0,2023-07-31,2023.0,7.0,3.0,629.0,Poor (600-649),19,13,1.0,38.57,0,0.7973,0.0949,103610.0,-5.55,0,0,3.21,Medium Risk,0,0.4732,0,1,Default
LN1001722,Jyoti Joshi,LRGWX3781K,21.0,Female,Nashik,Maharashtra,Professional Degree,Government Employee,26.0,2.2,279221.0,325516,Parental Home,406633,Vehicle Purchase,D,11.25,36,3811.0,2022-01-30,2022.0,1.0,1.0,653.0,Fair (650-699),11,4,0.0,36.55,0,1.4563,0.1638,23268.0,16.58,0,1,2.84,Low Risk,0,0.6244,1,0,No Default
LN1001723,Pankaj Chatterjee,BDKHD0401B,21.0,Male,Kolkata,West Bengal,Professional Degree,Self-Employed,98.0,8.2,307951.0,344443,Mortgaged,365406,Vehicle Purchase,D,11.65,84,3546.0,2020-08-09,2020.0,8.0,3.0,699.0,Fair (650-699),12,11,2.0,35.36,0,1.1866,0.1382,25663.0,11.85,0,1,3.25,Medium Risk,0,0.5316,0,0,No Default
LN1001724,Priya Ghosh,ZYQTX1876T,28.0,Female,Bhubaneswar,Odisha,Illiterate,Unemployed,70.0,5.8,338142.0,409699,Company Provided,1139440,Vehicle Purchase,F,10.26,24,9741.0,2023-10-14,2023.0,10.0,4.0,575.0,Very Poor (<600),13,14,0.0,23.74,0,3.3697,0.3457,28178.0,21.16,1,1,3.49,Medium Risk,1,0.9822,1,1,Default
LN1001725,Abhishek Dubey,NFDOH0031N,40.0,Male,Bhubaneswar,Odisha,10th Pass,Salaried,82.0,6.8,213441.0,193090,Rented,132992,Credit Card Payoff,C,11.26,60,1247.0,2021-04-23,2021.0,4.0,2.0,736.0,Good (700-749),8,3,1.0,35.03,1,0.6231,0.0701,17787.0,-9.53,0,1,3.19,Medium Risk,1,0.4561,0,0,No Default
LN1001726,Mansi Das,PVVIF1304L,39.0,Female,Aurangabad,Maharashtra,Illiterate,Unemployed,172.0,14.3,150000.0,119088,Company Provided,147278,Personal Use,F,11.46,24,1406.0,2022-08-23,2022.0,8.0,3.0,653.0,Fair (650-699),1,9,1.0,35.03,0,0.9819,0.1125,12500.0,-20.61,0,1,3.04,Medium Risk,0,0.4237,0,0,No Default
LN1001727,Abhilasha Gupta,TSZSK7286K,45.0,Female,Kolkata,West Bengal,10th Pass,Part-Time,23.0,1.9,385250.0,374191,Company Provided,116880,Business Expansion,C,11.48,48,1117.0,2020-02-21,2020.0,2.0,1.0,714.0,Good (700-749),9,12,2.0,14.37,0,0.3034,0.0348,32104.0,-2.87,0,0,2.35,Low Risk,0,0.1347,0,0,No Default
LN1001728,Pankaj Narang,GOCIV8242E,23.0,Male,Ahmedabad,Gujarat,Diploma,Contract/Freelance,17.0,1.4,479987.0,551019,Mortgaged,470171,Debt Consolidation,D,10.74,60,4207.0,2023-06-22,2023.0,6.0,2.0,679.0,Fair (650-699),2,14,2.0,28.06,0,0.9795,0.1052,39999.0,14.8,0,0,3.12,Medium Risk,0,0.446,0,0,No Default
LN1001729,Geeta Shinde,MVPLY3237D,21.0,Female,Ghaziabad,Uttar Pradesh,Graduate,Contract/Freelance,32.0,2.7,428693.0,464810,Mortgaged,406990,Vehicle Purchase,A,14.06,60,4768.0,2024-12-15,2024.0,12.0,4.0,797.0,Excellent (750+),14,14,3.0,40.82,0,0.9494,0.1335,35724.0,8.42,0,1,3.14,Medium Risk,0,0.435,0,0,No Default
LN1001730,Namrata Oberoi,DUXXI0235Q,43.0,Female,Mysuru,Karnataka,10th Pass,Part-Time,7.0,0.6,405579.0,505691,Mortgaged,1066524,Business Expansion,E,11.63,60,10335.0,2023-02-23,2023.0,2.0,1.0,632.0,Poor (600-649),13,7,0.0,15.84,0,2.6296,0.3058,33798.0,24.68,1,0,2.84,Low Risk,0,0.9099,1,1,Default
LN1001731,Lakshmi Bajaj,CJEWQ7842M,26.0,Female,Srinagar,Jammu & Kashmir,Illiterate,Government Employee,39.0,3.2,453987.0,432744,Rented,429523,Wedding Expenses,E,12.64,72,4523.0,2021-11-02,2021.0,11.0,4.0,622.0,Poor (600-649),16,2,1.0,52.35,0,0.9461,0.1196,37832.0,-4.68,0,1,3.65,Medium Risk,1,0.692,1,0,No Default
LN1001732,Abhilasha Shah,AHHTV3274B,21.0,Female,Bengaluru,Karnataka,Post-Graduate,Contract/Freelance,8.0,0.7,817253.0,988331,Company Provided,272962,Credit Card Payoff,E,15.95,48,3627.0,2023-06-03,2023.0,6.0,2.0,648.0,Poor (600-649),2,1,1.0,54.04,0,0.334,0.0533,68104.0,20.93,1,0,3.33,Medium Risk,1,0.5063,0,1,Default
LN1001733,Kalpana Bansal,JLAFV4387P,36.0,Female,Hyderabad,Telangana,Professional Degree,Part-Time,32.0,2.7,394641.0,382381,Own,362672,Debt Consolidation,E,11.19,60,3381.0,2021-03-29,2021.0,3.0,1.0,625.0,Poor (600-649),4,11,1.0,16.32,0,0.919,0.1028,32887.0,-3.11,0,1,2.72,Low Risk,0,0.4472,0,1,Default
LN1001734,Vikas Yadav,NQFRB0395Y,42.0,Male,Faridabad,Haryana,,Retired,1.0,0.1,313498.0,368910,Rented,393326,Agriculture,C,14.6,36,4784.0,2023-08-19,2023.0,8.0,3.0,713.0,Good (700-749),12,2,1.0,55.36,0,1.2546,0.1831,26125.0,17.68,0,0,3.29,Medium Risk,1,0.6722,1,1,Default
LN1001735,Radha Kumar,ELVVN3410S,33.0,Female,Bengaluru,Karnataka,10th Pass,Government Employee,14.0,1.2,373743.0,438875,Own,112394,Education Fees,G,14.69,12,1375.0,2020-05-09,2020.0,5.0,2.0,520.0,Very Poor (<600),16,13,1.0,32.85,0,0.3007,0.0441,31145.0,17.43,0,0,3.54,Medium Risk,1,0.6452,1,1,Default
LN1001736,Lalita Mishra,EGTRK1458B,30.0,Female,Mumbai,Maharashtra,10th Pass,Contract/Freelance,57.0,4.8,626314.0,811934,Company Provided,2415053,Debt Consolidation,F,13.25,60,26665.0,2023-07-25,2023.0,7.0,3.0,565.0,Very Poor (<600),10,12,0.0,41.28,0,3.856,0.5109,52193.0,29.64,1,1,3.99,Medium Risk,1,0.9973,1,1,Default
LN1001737,Geeta Nair,LLDLX6198W,33.0,Female,Raipur,Chhattisgarh,Professional Degree,Unemployed,14.0,1.2,1032213.0,886814,Parental Home,521210,Agriculture,F,13.87,60,6023.0,2024-08-14,2024.0,8.0,3.0,564.0,Very Poor (<600),3,3,2.0,27.55,0,0.5049,0.07,86018.0,-14.09,0,0,3.62,Medium Risk,1,0.5919,0,0,No Default
LN1001738,Harsh Pawar,FISZK4162Q,31.0,Male,Kanpur,Uttar Pradesh,12th Pass,,62.0,5.2,303492.0,384675,Mortgaged,419578,Business Expansion,C,14.55,24,5086.0,2022-08-08,2022.0,8.0,3.0,726.0,Good (700-749),4,5,1.0,48.85,0,1.3825,0.2011,25291.0,26.75,1,1,3.1,Medium Risk,0,0.6814,1,0,No Default
LN1001739,Rajesh Kulkarni,LNMBX6759M,21.0,Male,Visakhapatnam,Andhra Pradesh,,Contract/Freelance,263.0,21.9,469470.0,529044,Mortgaged,557163,Education Fees,B,12.98,12,6026.0,2023-12-06,2023.0,12.0,4.0,786.0,Excellent (750+),6,14,2.0,41.09,0,1.1868,0.154,39122.0,12.69,0,1,2.89,Low Risk,0,0.2872,0,0,No Default
LN1001740,Rupa Chopra,PGBIJ2076T,27.0,Female,Patna,Bihar,Diploma,Salaried,76.0,6.3,433104.5,579421,Own,595161,Travel,E,10.77,24,5341.0,2021-09-10,2021.0,9.0,3.0,641.0,Poor (600-649),5,3,1.0,22.79,2,1.0981,0.148,36092.0,33.78,1,1,4.35,Medium Risk,1,0.9317,1,1,Default
LN1001741,Harsh Chatterjee,UMPTY3842A,40.0,Male,Raipur,Chhattisgarh,Post-Graduate,,20.0,1.7,243885.0,253640,Rented,328276,Travel,E,10.92,72,2986.0,2023-08-22,2023.0,8.0,3.0,636.0,Poor (600-649),18,10,1.0,17.52,0,1.346,0.1469,20324.0,4.0,0,0,2.83,Low Risk,0,0.5659,0,1,Default
LN1001742,Yogesh Yadav,IRTKB4547L,38.0,Male,Kanpur,Uttar Pradesh,Illiterate,Salaried,110.0,9.2,447866.0,469848,Own,232845,Medical Emergency,E,10.52,36,2040.0,2022-04-16,2022.0,4.0,2.0,655.0,Fair (650-699),3,9,3.0,13.1,0,0.5199,0.0547,37322.0,4.91,0,1,3.13,Medium Risk,0,0.292,0,1,Default
LN1001743,Bhavya Sharma,GLCSA8511G,36.0,Female,Mysuru,Karnataka,Professional Degree,Salaried,2.0,0.2,183614.0,195716,Parental Home,551069,Business Expansion,C,11.96,36,5491.0,2020-08-26,2020.0,8.0,3.0,742.0,Good (700-749),10,10,2.0,37.82,0,3.0012,0.3589,15301.0,6.59,0,0,3.67,Medium Risk,0,0.9387,1,1,Default
LN1001744,Rohan Rao,WTDSE7164D,25.0,Male,Aurangabad,Maharashtra,Diploma,Unemployed,61.0,5.1,153057.0,125304,Parental Home,474490,Home Renovation,F,16.29,12,6440.0,2020-10-13,2020.0,10.0,4.0,575.0,Very Poor (<600),11,4,3.0,43.59,0,3.1001,0.5049,12755.0,-18.13,0,1,5.19,High Risk,1,0.9954,1,1,Default
LN1001745,Rahul Ghosh,TVVQM6911Y,33.0,Male,Noida,Uttar Pradesh,Illiterate,Part-Time,1.0,0.1,551307.0,604566,Mortgaged,205474,Education Fees,E,13.65,36,2336.0,2020-04-02,2020.0,4.0,2.0,669.0,Fair (650-699),19,7,1.0,44.76,0,0.3727,0.0508,45942.0,9.66,0,0,2.99,Low Risk,0,0.3369,0,0,No Default
LN1001746,Ashok Mishra,HQOCG5523D,21.0,Male,Guwahati,Assam,Graduate,Unemployed,9.0,0.8,351398.0,380464,Mortgaged,978058,,C,12.85,60,10472.0,2020-03-17,2020.0,3.0,1.0,728.0,Good (700-749),14,4,2.0,33.23,1,2.7833,0.3576,29283.0,8.27,0,0,4.31,Medium Risk,1,0.9801,1,1,Default
LN1001747,Rohan Nanda,VYAPU1879S,36.0,Female,Nashik,Maharashtra,10th Pass,Unemployed,210.0,17.5,499502.0,480176,Own,444785,Personal Use,D,10.66,84,3950.0,2021-09-15,2021.0,9.0,3.0,690.0,Fair (650-699),11,3,2.0,17.65,0,0.8905,0.0949,41625.0,-3.87,0,1,2.76,Low Risk,0,0.2444,0,0,No Default
LN1001748,Ravi Chatterjee,UAZXE3404A,49.0,Male,Coimbatore,Tamil Nadu,10th Pass,Government Employee,21.0,1.8,433104.5,466106,Mortgaged,603724,Business Expansion,E,13.36,36,6720.0,2022-10-05,2022.0,10.0,4.0,665.0,Fair (650-699),4,10,1.0,24.77,0,1.3793,0.1862,36092.0,7.62,0,0,2.85,Low Risk,0,0.6239,1,1,Default
LN1001749,Aarav Singh,WLWTX8094Y,21.0,Male,Hyderabad,Telangana,Post-Graduate,Unemployed,82.0,6.8,246264.0,301795,Company Provided,959669,Personal Use,C,15.83,36,12659.0,2020-08-25,2020.0,8.0,3.0,730.0,Good (700-749),6,1,2.0,52.29,0,3.8969,0.6169,20522.0,22.55,1,1,4.1,Medium Risk,1,0.9935,1,1,Default
